dataset_id,dataset_family,target_id,alpha,target_coverage,method_label,canonical_method_id,method_family,base_model_family,n_completed_rows,n_seeds,n_model_configs,n_source_reports,coverage_mean,coverage_std,coverage_ci_low,coverage_ci_high,coverage_margin_mean,width_mean,width_std,interval_score_mean,interval_score_std,frontier_flag,coverage_eligible_interval_score_selected,undercoverage_flag,claim_status,primary_caveat,source_report_id,source_artifact
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,cqr,cqr,quantile_conformal,aggregate,1420,10,71,2,0.951946755852,0.012202574804,0.951312063335,0.952581448369,0.00194675585184,175397.563709,25797.5866895,297791.815927,52048.7652404,true,true,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,cv_plus,cv_plus,cross_validation_plus,aggregate,1420,10,71,2,0.950797480542,0.00947181319476,0.950304823127,0.951290137957,0.000797480542004,230334.799601,42473.4321744,341535.483368,59967.7336512,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,mondrian_abs,mondrian_abs,group_stratified_residual,aggregate,1420,10,71,2,0.95235315405,0.0109391774034,0.951784174621,0.952922133478,0.00235315404978,245995.22224,55638.1085554,354063.289875,66409.1461326,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,normalized_abs,normalized_abs,normalized_residual,aggregate,1420,10,71,2,0.950527785608,0.0109902501436,0.949956149733,0.951099421482,0.000527785607693,290009.058601,287848.922934,391680.552025,290833.596071,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,shrink_0.00,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.95052591071,0.0104252798512,0.949983660635,0.951068160785,0.000525910709907,235118.802265,51356.3492554,344404.67304,63163.7951948,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,shrink_0.25,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.951335179846,0.0104458580538,0.950791859436,0.951878500255,0.00133517984555,237396.233309,51797.7683501,346280.678451,63606.5404624,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,shrink_0.50,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.95178689019,0.0105153235144,0.951239956674,0.952333823706,0.00178689019019,239958.91799,52638.0734722,348495.204891,64274.8360913,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,shrink_0.75,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.952155106485,0.0107597736794,0.951595458382,0.952714754588,0.00215510648495,242820.269505,53906.2181264,351062.811326,65178.9276336,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,shrink_1.00,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.95235315405,0.0109391774034,0.951784174621,0.952922133478,0.00235315404978,245995.22224,55638.1085554,354063.289875,66409.1461326,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.05,0.95,split_abs,split_abs,split_conformal,aggregate,1420,10,71,2,0.95052591071,0.0104252798512,0.949983660635,0.951068160785,0.000525910709907,235118.802265,51356.3492554,344404.67304,63163.7951948,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
