dataset_id,target_id,alpha,method_label,canonical_method_id,method_family,coverage_mean,coverage_ci_low_raw,coverage_ci_high_raw,clipped_coverage_ci_low,clipped_coverage_ci_high,coverage_ci_clipped,finite_domain_validation_status,width_mean,interval_score_mean,numerical_pathology_flag,numerical_pathology_reason,display_interval_policy,recommended_plot_scale,source_artifact
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,shrink_0.25,shrinkage_split,shrinkage_split,0.903427710907,0.902703636072,0.904151785742,0.902703636072,0.904151785742,false,coverage_ci_within_probability_domain,140899.132353,235248.936278,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,shrink_0.50,shrinkage_split,shrinkage_split,0.904009341913,0.903288478631,0.904730205194,0.903288478631,0.904730205194,false,coverage_ci_within_probability_domain,141953.443931,235905.876833,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,shrink_0.75,shrinkage_split,shrinkage_split,0.904458296035,0.903736717435,0.905179874636,0.903736717435,0.905179874636,false,coverage_ci_within_probability_domain,143084.083129,236675.872318,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,shrink_1.00,shrinkage_split,shrinkage_split,0.90476623815,0.904035925668,0.905496550632,0.904035925668,0.905496550632,false,coverage_ci_within_probability_domain,144294.233856,237554.957916,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,split_abs,split_abs,split_conformal,0.902723327905,0.901990427305,0.903456228505,0.901990427305,0.903456228505,false,coverage_ci_within_probability_domain,139918.202449,234712.909344,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,cqr,cqr,quantile_conformal,0.853407524251,0.852302903123,0.854512145378,0.852302903123,0.854512145378,false,coverage_ci_within_probability_domain,86406.9975454,169542.808169,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,cv_plus,cv_plus,cross_validation_plus,0.858972307996,0.858156716056,0.859787899935,0.858156716056,0.859787899935,false,coverage_ci_within_probability_domain,103854.295731,186058.401643,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,mondrian_abs,mondrian_abs,group_stratified_residual,0.859683850125,0.858756116971,0.860611583278,0.858756116971,0.860611583278,false,coverage_ci_within_probability_domain,107806.431973,188140.3537,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,normalized_abs,normalized_abs,normalized_residual,0.853929564753,0.8529236301,0.854935499405,0.8529236301,0.854935499405,false,coverage_ci_within_probability_domain,110521.193997,188890.518469,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,shrink_0.00,shrinkage_split,shrinkage_split,0.85745599596,0.856544024017,0.858367967903,0.856544024017,0.858367967903,false,coverage_ci_within_probability_domain,105799.841576,187227.825691,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,shrink_0.25,shrinkage_split,shrinkage_split,0.858172006503,0.85726566564,0.859078347366,0.85726566564,0.859078347366,false,coverage_ci_within_probability_domain,106266.408746,187383.64209,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,shrink_0.50,shrinkage_split,shrinkage_split,0.858832651947,0.857925515996,0.859739787897,0.857925515996,0.859739787897,false,coverage_ci_within_probability_domain,106756.120968,187588.854775,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
